p_val	avg_log2FC	pct.1	pct.2	p_val_adj
col5a2a	8.59462092165915e-23	-0.495952690745111	0.073	0.396	1.71892418433183e-19
si:dkey-248g15.3	1.64510130654159e-22	-0.958805550186074	0.18	0.482	3.29020261308317e-19
sox2	1.87987838472455e-22	0.300519192027349	0.3	0.286	3.75975676944911e-19
odc1	1.97275042906267e-22	0.26456075286727	0.607	0.558	3.94550085812534e-19
rhcgl1	6.58512483149474e-22	-0.840684475338103	0.008	0.324	1.31702496629895e-18
atp6v1g1	6.91186992459077e-22	-0.574835806406617	0.347	0.601	1.38237398491815e-18
elavl4	9.53820537663283e-22	-0.308712183212365	0.106	0.422	1.90764107532657e-18
mcm5	1.55356660088213e-21	0.453659514259889	0.624	0.657	3.10713320176426e-18
mcm3	1.86589659482516e-21	0.488395714668324	0.617	0.656	3.73179318965032e-18
tuba1a	2.15865790964541e-21	-0.99519985202311	0.412	0.661	4.31731581929083e-18
s100w	2.3908122857854e-21	-0.508132454781512	0.011	0.346	4.78162457157079e-18
sostdc1a	2.5849423553286e-21	0.510010463969202	0.347	0.311	5.1698847106572e-18
rrm2.1	5.08005466668547e-21	0.838057158705402	0.61	0.648	1.01601093333709e-17
mcm2	5.41838243331765e-21	0.473976870088631	0.625	0.665	1.08367648666353e-17
ponzr1	5.4939731562818e-21	-0.515715818469877	0.028	0.352	1.09879463125636e-17
net1	7.85043706913484e-21	0.276459101206789	0.644	0.569	1.57008741382697e-17
mcl1a	1.59155116236882e-20	-0.929166863780817	0.852	0.844	3.18310232473763e-17
pnp5a	4.21511255099229e-20	-1.2470452194254	0.249	0.53	8.43022510198459e-17
hey1	4.41597877732243e-20	0.434069384891876	0.495	0.482	8.83195755464486e-17
meox1	4.57207708646997e-20	-0.37304762121685	0.036	0.346	9.14415417293993e-17
lxn	4.94910244448958e-20	-0.866235352370646	0.215	0.48	9.89820488897917e-17
fgl1	6.99515212003488e-20	-0.261203877567097	0	0.242	1.39903042400698e-16
steap4	8.03839208354938e-20	-0.28942578466217	0.006	0.307	1.60767841670988e-16
hpgd	9.82815606272394e-20	0.25881056806938	0.365	0.328	1.96563121254479e-16
si:ch211-67e16.11	9.91429653965337e-20	0.775382365417897	0.375	0.367	1.98285930793067e-16
krt15	2.32666578489484e-19	-1.14596568216649	0.045	0.376	4.65333156978967e-16
aldocb	1.09509632052449e-18	-0.779367244606026	0.151	0.448	2.19019264104897e-15
rdh10a	1.31098584253113e-18	-0.572990534508005	0.056	0.387	2.62197168506225e-15
atp1b1a	1.4128269631398e-18	-0.721771161888856	0.635	0.734	2.8256539262796e-15
matn3a	1.58422303700629e-18	-0.59922327095042	0.011	0.308	3.16844607401259e-15
cxcr4b	2.41977488935607e-18	-0.26612224228016	0.135	0.428	4.83954977871215e-15
si:dkey-95p16.2	2.5107485026212e-18	0.358106701687669	0.476	0.472	5.0214970052424e-15
diabloa	5.19048967176362e-18	-0.262674315831097	0.173	0.466	1.03809793435272e-14
si:ch211-152c2.3	9.71238669525144e-18	0.26072383966892	0.44	0.406	1.94247733905029e-14
fabp11a	1.84370335771025e-17	-1.03693391453567	0.154	0.45	3.6874067154205e-14
her4.2.1	1.90293551510654e-17	-0.408308816032068	0.289	0.564	3.80587103021307e-14
rhoub	1.97136011490128e-17	0.406844279817354	0.372	0.375	3.94272022980256e-14
faxdc2	6.17946263042548e-17	-0.267314014720451	0.047	0.371	1.2358925260851e-13
mfap4	6.80971656478703e-17	-0.541435805537744	0.011	0.295	1.36194331295741e-13
camk2n1a	1.15628976270957e-16	-0.344671314271342	0.042	0.353	2.31257952541914e-13
si:dkey-21e2.13	1.5730024495536e-16	-0.61934068317971	0	0.198	3.14600489910721e-13
ccl25b	2.01785562372946e-16	-1.16882464839311	0.009	0.344	4.03571124745893e-13
gstp1	2.72782231662093e-16	-1.18124656623404	0.639	0.735	5.45564463324185e-13
cygb1	3.20551629609187e-16	-0.372589515365588	0.07	0.381	6.41103259218375e-13
scp2a	5.01297755160632e-16	-0.298664915015967	0.073	0.386	1.00259551032126e-12
hsd17b12a	8.77771833515985e-16	-0.259569453582729	0.056	0.372	1.75554366703197e-12
col6a2	1.16237868518019e-15	-0.408991349544978	0.003	0.296	2.32475737036037e-12
si:ch211-166a6.5	2.04102501260099e-15	0.25594045217292	0.519	0.498	4.08205002520198e-12
ahcy	2.93893465529269e-15	-0.576788389831307	0.642	0.805	5.87786931058539e-12
saa	8.47712939935098e-15	-0.450674713530187	0	0.266	1.6954258798702e-11
grn1	8.74192530518212e-15	-0.464809618197164	0.002	0.29	1.74838506103642e-11
pdgfrl	1.07155686007964e-14	-0.379218569477911	0.008	0.282	2.14311372015927e-11
nptna	1.81904577543242e-14	-0.33762032891212	0.019	0.321	3.63809155086484e-11
fhl2a	1.94393675127038e-14	-0.316345563364268	0.006	0.294	3.88787350254077e-11
thy1	2.29086196928833e-14	0.251491633378792	0.25	0.284	4.58172393857665e-11
krt5	3.69116474462947e-14	-1.68233353269513	0.512	0.694	7.38232948925893e-11
pkma	7.87201914413712e-14	-0.564554449305634	0.292	0.523	1.57440382882742e-10
rbpms2b	1.11214404349814e-13	-0.341184593210829	0.028	0.336	2.22428808699629e-10
cfd	1.32836642629705e-13	-1.24320279307266	0.009	0.327	2.65673285259409e-10
cbx7a	1.58882321695199e-13	-0.698295612985424	0.033	0.352	3.17764643390397e-10
mpx	1.69328490553249e-13	-0.332161060922545	0.003	0.226	3.38656981106498e-10
gapdhs	1.75504313250708e-13	-0.778426510475269	0.627	0.746	3.51008626501417e-10
fstl3	2.2110227370529e-13	-0.458530427336345	0.006	0.303	4.4220454741058e-10
acta1a	2.30538662859645e-13	-0.275855414124105	0.176	0.44	4.61077325719289e-10
s100a1	8.90952804941043e-13	-0.320650918939533	0.003	0.133	1.78190560988209e-09
fibina	9.88267555569179e-13	-0.337101166916278	0.193	0.459	1.97653511113836e-09
stard14	1.12612469293806e-12	-0.603344529799983	0.075	0.368	2.25224938587612e-09
rbp5	1.37771462291481e-12	-0.7149727235091	0.367	0.611	2.75542924582963e-09
rrm1	2.87628324208574e-12	0.362998136798296	0.585	0.649	5.75256648417148e-09
fn1b	7.80939483253395e-12	-0.731593119424859	0.036	0.327	1.56187896650679e-08
scg3	1.04270613688474e-11	-0.4819918131508	0.011	0.321	2.08541227376947e-08
s100a10b	1.37764771928592e-11	0.43730857537127	0.631	0.619	2.75529543857184e-08
crip1	2.17435883979908e-11	-0.976610262298821	0.087	0.393	4.34871767959816e-08
cdca7a	2.66082017842622e-11	0.531671960668208	0.563	0.64	5.32164035685245e-08
rrm2	2.76636989377885e-11	0.632854009763467	0.568	0.643	5.5327397875577e-08
bik	2.81589443074899e-11	-0.279251934818018	0.008	0.317	5.63178886149798e-08
asf1ba	2.89710939569096e-11	0.478608628260082	0.546	0.62	5.79421879138192e-08
s100a11	5.63860948048643e-11	-0.784991110177984	0.04	0.329	1.12772189609729e-07
her2	6.32250171813749e-11	0.264978416597729	0.255	0.506	1.2645003436275e-07
tmsb	6.7390215493366e-11	-0.481566612256493	0.174	0.443	1.34780430986732e-07
col6a3	9.22911579096737e-11	-0.491761717777909	0.011	0.264	1.84582315819347e-07
im:7152348	1.16064363843972e-10	-0.317601409166559	0.086	0.378	2.32128727687945e-07
s100v2	2.17835901599326e-10	-0.528038584015314	0.235	0.471	4.35671803198652e-07
ctsz	2.72310907362001e-10	-0.303650390540393	0.212	0.469	5.44621814724002e-07
eif4ebp3	3.37335428888591e-10	-0.441995511679907	0.418	0.598	6.74670857777183e-07
myoc	3.90752310837556e-10	-0.258835925754364	0.212	0.254	7.81504621675113e-07
dusp2	4.13846274749971e-10	-0.416329359378128	0.286	0.516	8.27692549499943e-07
gadd45ab	4.2585496000278e-10	-0.356082585503926	0.073	0.371	8.5170992000556e-07
igfbp1a	4.86163568755296e-10	-0.608381692016868	0.128	0.408	9.72327137510593e-07
fstb	5.13006123686223e-10	-0.312543752690501	0.002	0.285	1.02601224737245e-06
cav1	5.32057187478933e-10	-0.471494877588832	0.068	0.367	1.06411437495787e-06
zgc:195173	5.68883687747986e-10	-0.26532560678908	0.067	0.346	1.13776737549597e-06
endouc	5.86704195052806e-10	0.374162126939334	0.383	0.41	1.17340839010561e-06
smox	6.53844219621095e-10	-0.313321525315326	0.14	0.42	1.30768843924219e-06
tspan36	8.47579751054146e-10	-0.605844038285945	0.173	0.435	1.69515950210829e-06
apela	1.01155014523811e-09	0.417947383101003	0.213	0.439	2.02310029047621e-06
calm1b	1.04324357887028e-09	-0.829832121378508	0.123	0.393	2.08648715774056e-06
rtn4rl2b	1.27582053536413e-09	-0.308429518310566	0	0.155	2.55164107072827e-06
mki67	1.42107512639569e-09	0.522942549243739	0.54	0.621	2.84215025279137e-06
c1qtnf5	1.5434512109514e-09	-0.286726096878848	0.003	0.224	3.08690242190279e-06
hsd11b2	1.67124936549918e-09	-0.285421383265473	0.047	0.327	3.34249873099835e-06
igfbp1b	2.07232525859265e-09	-0.356305669707246	0	0.289	4.14465051718529e-06
pgam1a	2.21002259112242e-09	-0.504027912475364	0.258	0.488	4.42004518224484e-06
adcyap1b	2.69372537393174e-09	-0.423334213390914	0.023	0.312	5.38745074786348e-06
foxa1	3.24487174241762e-09	0.376095448158653	0.207	0.426	6.48974348483525e-06
zgc:153911	3.42917597657913e-09	-0.523053731069715	0.028	0.201	6.85835195315825e-06
tubb5	3.47912070986094e-09	-0.393507319027748	0.37	0.608	6.95824141972188e-06
mmp30	3.74685640490697e-09	-0.341244962737355	0.065	0.32	7.49371280981394e-06
cd82a	3.92281468849733e-09	-0.556393938360867	0.333	0.555	7.84562937699466e-06
si:dkeyp-86h10.3	4.29918486080542e-09	-0.260794535124501	0.009	0.299	8.59836972161083e-06
gpd1b	9.58633855038095e-09	-0.324931917058342	0.09	0.37	1.91726771007619e-05
gsc	1.11295356341271e-08	-0.274274653705043	0.006	0.265	2.22590712682542e-05
si:dkey-261h17.1	1.12718668897657e-08	0.308152084707257	0.339	0.367	2.25437337795313e-05
eno3	1.21966458178732e-08	-0.319697025456429	0.673	0.564	2.43932916357464e-05
si:ch211-79k12.1	1.29458341675582e-08	-0.329130022139294	0.003	0.289	2.58916683351163e-05
lyz	2.07341304595038e-08	-3.7115574853359	0.062	0.344	4.14682609190076e-05
tpm4a	2.16872134110164e-08	-0.479864979791171	0.77	0.643	4.33744268220327e-05
dlx3b	2.18626665970286e-08	0.556542517218219	0.403	0.444	4.37253331940573e-05
marcksl1b	2.31175065415399e-08	-0.308903598325962	0.938	0.839	4.62350130830798e-05
ctsba	4.69290254261867e-08	-0.608757742483028	0.372	0.569	9.38580508523734e-05
cks1b	5.35176461192982e-08	0.399544946609366	0.551	0.647	0.000107035292238596
ppdpfb	5.45448790979845e-08	-0.484639374196326	0.938	0.948	0.000109089758195969
gpx4a	5.75057623792815e-08	-1.11648603689491	0.131	0.404	0.000115011524758563
soul5	7.55452247598765e-08	-0.412674804237438	0.006	0.3	0.000151090449519753
serpinc1	7.78511798833834e-08	-0.295307584678515	0	0.244	0.000155702359766767
gstt1a	8.84504163958857e-08	-0.283588269103684	0.313	0.55	0.000176900832791771
ociad2	1.31614464029077e-07	1.11512549297293	0.381	0.441	0.000263228928058154
pcolcea	1.52070080476816e-07	-0.53101340391335	0.034	0.303	0.000304140160953632
ldha	1.6662916357342e-07	-0.448264178679615	0.152	0.402	0.000333258327146841
si:ch211-195b11.3	1.81107723965658e-07	-2.04601080961527	0.414	0.617	0.000362215447931317
fxyd1	1.88913016300242e-07	-0.541498521598448	0.295	0.504	0.000377826032600484
zgc:110425	1.90029632582488e-07	0.45733360682248	0.373	0.437	0.000380059265164977
sec23b	2.18467169222267e-07	-0.427470366522003	0.199	0.448	0.000436934338444535
tpm2	2.36721381600563e-07	-0.93123692589577	0.26	0.483	0.000473442763201126
hsp90aa1.2	2.63765442056346e-07	-0.936317652571435	0.09	0.355	0.000527530884112692
atp1a3b	3.48769462602379e-07	-0.59352225886317	0.002	0.288	0.000697538925204757
angptl7	4.09250961167417e-07	-1.38478956007983	0.014	0.296	0.000818501922334835
mid1ip1a	5.91327157539476e-07	-0.603545151244971	0.297	0.498	0.00118265431507895
clu	8.79044490127522e-07	-0.408908359653245	0.011	0.299	0.00175808898025504
tfap2a	1.38123617329418e-06	0.633396160795889	0.417	0.501	0.00276247234658837
col5a1	1.50647057476601e-06	-0.982040834399165	0.471	0.593	0.00301294114953201
tgfbi	1.76430384475122e-06	-0.966504228938004	0.42	0.602	0.00352860768950245
aldob	3.01473742467036e-06	-1.29458493559559	0.698	0.756	0.00602947484934072
txn	3.10244495059431e-06	-0.825503511864371	0.095	0.367	0.00620488990118863
si:dkey-21e2.16	4.39850281887232e-06	-0.668955816219612	0	0.209	0.00879700563774465
ptgs2b	5.95122616563017e-06	-0.27320866211754	0.008	0.198	0.0119024523312603
klf2a	6.25319640542273e-06	-0.688041705980572	0.059	0.325	0.0125063928108455
agr2	6.90299562847354e-06	-0.540894219237327	0.114	0.353	0.0138059912569471
rbm24a	7.50813386820331e-06	-0.365990385594496	0.087	0.342	0.0150162677364066
gstm.3	9.59424363850605e-06	0.847740623768106	0.322	0.393	0.0191884872770121
hspb1	1.22493395587903e-05	-0.659101627474757	0.114	0.357	0.0244986791175806
fgf24	1.65875104244269e-05	0.27179297113242	0.145	0.344	0.0331750208488538
nocta	1.88262982393967e-05	-0.288126887278462	0.17	0.405	0.0376525964787934
vcanb	2.47267179212731e-05	-0.382341850124631	0.016	0.277	0.0494534358425462
plpp3	2.89196488657533e-05	-0.527726704796119	0.325	0.505	0.0578392977315065
egr4	3.05626306627393e-05	-0.354208023423423	0.059	0.311	0.0611252613254785
foxq1a	3.06817281618641e-05	-0.51866780604463	0.123	0.376	0.0613634563237282
ckba	3.49384923948448e-05	-0.509909615132414	0.112	0.367	0.0698769847896896
tagln	3.63219548271859e-05	-1.59468596116096	0.008	0.285	0.0726439096543719
lgals1l1	3.72678425174107e-05	0.441170142419945	0.323	0.533	0.0745356850348214
nfkbiaa	0.000104480310875303	-0.519207551841904	0.149	0.383	0.208960621750606
atp6v0ca	0.000112498219598473	-0.581239890904619	0.607	0.669	0.224996439196946
oaz2a	0.000125831786701336	-0.260250224350931	0.198	0.41	0.251663573402673
fcer1gl	0.000129589307956768	-0.576592196530787	0.009	0.229	0.259178615913537
pax1b	0.000140994884696239	0.55459165560034	0.246	0.271	0.281989769392478
matn4	0.000149252496259923	-0.397991932180152	0.356	0.547	0.298504992519846
spon2b	0.00016974965734868	-0.277413859900642	0	0.23	0.339499314697359
spaca4l	0.000180824352606315	0.270090518386016	0.389	0.456	0.361648705212629
clic2	0.000195815878987103	-0.422034482302642	0.009	0.201	0.391631757974206
myl9a	0.000223753154194903	-0.718746113078981	0.103	0.326	0.447506308389806
fstl1a	0.000248403846427077	0.35940082526513	0.418	0.499	0.496807692854155
serpine1	0.000299655278080942	-0.465797787421574	0.059	0.243	0.599310556161885
tppp3	0.00030436814610444	-0.52008676965667	0.008	0.271	0.608736292208879
pcbd1	0.000331550235699242	-0.292295301644712	0.493	0.646	0.663100471398484
gng13b	0.000376077600026927	-0.288108668916219	0.022	0.287	0.752155200053855
cldn5b	0.000407728320121251	-0.262610006241087	0.03	0.284	0.815456640242501
krt94	0.000485999109630585	-0.622109517959781	0.023	0.281	0.97199821926117
si:ch211-202f3.3	0.000545350915416182	0.27986103485563	0.201	0.339	1
myh11a	0.000620147667190761	-0.35608253585607	0.002	0.212	1
il1b	0.00073634125370295	-0.404551005566623	0.005	0.225	1
srgn	0.000736689296105431	-0.791030958657714	0.005	0.273	1
hopx	0.000779914400243249	-0.590231020774765	0.07	0.338	1
ramp2	0.000864829202498194	-0.334063954064543	0.135	0.367	1
rgs13	0.000905951653858624	-0.333052271220403	0	0.207	1
lygl1	0.00099385488886288	-0.693235382893558	0.016	0.289	1
ppdpfa	0.00121854323808149	-0.444603749954421	0.306	0.486	1
mt-nd1	0.00138767736760154	-0.343238455888286	0.984	0.978	1
hsp70.3	0.0015197090107508	-1.00545095912722	0.042	0.286	1
cart3	0.00263962136884078	0.499610041478471	0.238	0.342	1
spint2	0.00305635085950815	-0.352606848608803	0.331	0.383	1
cldnh	0.00329628453499966	-0.694689834218856	0.025	0.287	1
tpx2	0.00352035989741424	0.298681853047501	0.355	0.564	1
hhip	0.00427815706362739	0.344749984304467	0.3	0.491	1
zgc:77439	0.00445146825062033	-0.259432920776794	0.075	0.335	1
cabp5b	0.00458165944912421	-1.27948169946182	0.002	0.194	1
nccrp1	0.00535523498322359	-0.253834510777176	0.187	0.304	1
dnajb1b	0.0057813958775543	-0.385818438412015	0.187	0.285	1
mcama	0.0066521635488526	0.26591471599715	0.261	0.366	1
anxa2a	0.00776645900569829	-0.501796472890027	0.241	0.42	1
gmds	0.00798293566635316	-0.256237116655489	0.204	0.404	1
pmaip1	0.00826428732990383	-0.375709075521643	0.289	0.453	1
pmp22b	0.00928904224943219	-0.597357183509562	0.154	0.373	1
icn	0.00989080349898459	-0.782049995588973	0.566	0.699	1
serpinh1b	0.0116873567538432	-0.355170317192551	0.303	0.403	1
cebpa	0.0118954397827346	-0.303512995180744	0.07	0.304	1
rbp7b	0.0142109068697403	-0.326384710843007	0.009	0.2	1
krt91	0.0148218663399475	-1.14038425649024	0.459	0.626	1
s100t	0.0178505363690411	-1.15766885893723	0.184	0.302	1
mb	0.020384538188879	-0.312945093044424	0.005	0.2	1
aoc2	0.022676649825706	-0.398936470353648	0.02	0.269	1
kera	0.0231364383724215	0.686137810605207	0.319	0.409	1
col4a1	0.0294304228158568	-0.281193291665543	0.033	0.261	1
ccl19a.1	0.0378366721657365	-0.283836984695424	0.006	0.249	1
tbx1	0.0385128942590686	0.506779375683542	0.341	0.433	1
pmp22a	0.0392762545507481	-1.55853500245226	0.795	0.764	1
hp.1	0.041074874301628	-0.600146779447274	0.03	0.267	1
s100v1	0.0423430485161688	0.317704603353009	0.348	0.445	1
si:ch211-243g18.2	0.0464417467327363	-0.479582877922799	0.118	0.319	1
prdx1	0.0549955813422589	-0.568309232366832	0.277	0.446	1
dusp5	0.0621991245795632	-0.359681229655069	0.171	0.316	1
plk1	0.0665533548205292	0.273760805395102	0.372	0.564	1
myl6	0.0741038606874437	-0.721840504179718	0.442	0.563	1
hsp70.1	0.0950932883121912	-0.832461100252016	0.014	0.217	1
rgs5b	0.105571032787826	-0.481056437674521	0.006	0.218	1
si:dkey-11c5.11	0.109152738610994	-0.719121099096882	0.003	0.228	1
fgf20b	0.114464666806957	0.29547441143808	0.138	0.247	1
sst1.2	0.119577623546558	-0.522982008182327	0.03	0.217	1
epgn	0.121383296677692	-0.312801495364255	0.12	0.317	1
mad2l1	0.136997722173268	0.297681297189559	0.46	0.606	1
anxa4	0.190154876752734	-0.405881588926477	0.33	0.45	1
sqstm1	0.192175623410215	-0.445947491238898	0.173	0.359	1
mfap5	0.197675693228566	-0.260594747609605	0.002	0.158	1
ponzr3	0.201750942275854	-0.289526940013431	0.002	0.185	1
emx3	0.23272948264978	0.610970480971956	0.226	0.352	1
si:ch211-153b23.5	0.235858314899451	-0.580188389635485	0.065	0.282	1
arl5c	0.240399843564904	-0.367681734299575	0.241	0.407	1
f3b	0.26266348614463	-0.345515047107935	0.232	0.367	1
igf2b	0.279830601484025	-0.406994131732096	0.095	0.313	1
si:dkey-27i16.2	0.284151583712455	-0.508346995304135	0.009	0.227	1
hsd3b7	0.287576257729381	-0.252449300342121	0.006	0.24	1
si:ch211-1a19.3	0.389355510021355	-0.25750195027659	0.002	0.211	1
cabp2b	0.403364476303768	-0.348381405520908	0.061	0.267	1
gpx1b	0.485521385380913	-0.441467695247226	0.143	0.318	1
cxcl12a	0.492500064279671	0.313485759930763	0.322	0.448	1
fuca1.1	0.530650999836261	-0.531173504482504	0.334	0.459	1
scinla	0.5433435919179	-0.341326825829581	0.201	0.35	1
hsp70l	0.584393744630241	-0.841401269183023	0.008	0.237	1
shha	0.59106586497472	0.415576905254529	0.212	0.356	1
kpna2	0.611683150068232	0.482006425201937	0.406	0.562	1
otofa	0.640978224414107	-0.341369657766923	0.019	0.239	1
id2b	0.66051500632498	-0.360743868723217	0.082	0.299	1
nid2a	0.677150254689059	0.295731567607683	0.341	0.48	1
hsp70.2	0.744711463622325	-1.07948844316362	0.028	0.246	1
si:ch73-335l21.4	0.758306613126081	-0.274011225596959	0.46	0.528	1
CABZ01058261.1	0.768254918551841	0.278362986877297	0.383	0.549	1
cxcl18b	0.803379605801748	-0.731666919973994	0.131	0.333	1
anxa3b	0.846737028778592	-0.343853694010926	0.176	0.352	1
col15a1b	0.856009150262887	0.462272891596323	0.174	0.336	1
tnfb	0.900536261432021	-0.268175371422027	0.003	0.22	1
si:ch211-106h4.12	0.974389508069051	-0.737665143899267	0	0.195	1
lgmn	0.993875398645946	-0.417744487687211	0.26	0.407	1
