p_val	avg_log2FC	pct.1	pct.2	p_val_adj
si:ch211-288g17.3	3.71229908657957e-46	0.278492151159019	0.938	0.858	7.42459817315915e-43
grn2	3.81647722505436e-46	-0.918195124656716	0	0.357	7.63295445010873e-43
lpl	3.9877813733294e-46	-0.719582095686647	0.226	0.582	7.97556274665881e-43
si:dkey-164f24.2	4.61836120674382e-46	-0.350565667967054	0.028	0.419	9.23672241348765e-43
dcn	1.03273666732514e-45	0.455936763035343	0.649	0.487	2.06547333465029e-42
abi3bpb	1.22354479378406e-45	-0.315305179224048	0.065	0.415	2.44708958756811e-42
rtn1a	1.42562211369278e-45	-0.742283499996398	0.157	0.541	2.85124422738556e-42
spink4	2.55509656234388e-45	-0.646098459413597	0.056	0.429	5.11019312468776e-42
lim2.4	6.0151201996239e-45	-0.31977477693539	0.017	0.335	1.20302403992478e-41
col2a1a	6.16726265699766e-45	-2.32500244937864	0.187	0.555	1.23345253139953e-41
ckmb	6.50186174234913e-45	-1.65221440698203	0.247	0.628	1.30037234846982e-41
foxg1b	2.21266313919186e-44	-0.302275324806208	0.033	0.403	4.42532627838372e-41
si:dkey-16p21.8	2.43621919541946e-44	0.629550727682219	0.824	0.684	4.87243839083892e-41
lect2l	3.31874855167697e-44	-1.07273079776689	0.009	0.396	6.63749710335394e-41
itgb4	3.97548391795004e-44	0.329052369024256	0.445	0.32	7.95096783590008e-41
ckma	6.45148767382975e-44	-1.5087431028996	0.258	0.635	1.29029753476595e-40
tuba8l	2.67798921372078e-43	0.511786075101849	0.893	0.804	5.35597842744156e-40
chaf1a	2.68391606211922e-43	0.531495133281116	0.701	0.646	5.36783212423844e-40
sb:cb81	2.79551957610198e-43	-0.316343395142062	0.14	0.519	5.59103915220396e-40
si:ch211-9d9.1	3.2125332172048e-43	-0.390061090052404	0.003	0.305	6.4250664344096e-40
havcr1	7.24160480769657e-43	-0.267117990102248	0.006	0.299	1.44832096153931e-39
thbs4b	1.31276884392305e-42	-0.508092683068969	0.006	0.367	2.6255376878461e-39
krt92	2.2490879489548e-42	1.25663545822939	0.575	0.519	4.4981758979096e-39
rhbg	2.29129106296562e-42	-0.77782997592627	0.075	0.447	4.58258212593125e-39
mt-atp6	1.1295617028087e-41	-0.82294849368684	1	0.995	2.2591234056174e-38
idh1	1.24477269194906e-41	-0.579063849930006	0.257	0.602	2.48954538389811e-38
spock3	3.71868992586938e-41	-0.320124672858051	0.03	0.403	7.43737985173877e-38
cryba1l1	5.15877549113538e-41	-0.649345641466704	0.115	0.477	1.03175509822708e-37
acta2	3.66712458788054e-40	-1.60686191851091	0.006	0.372	7.33424917576107e-37
mylpfa	5.34350874635249e-40	-2.44727277581274	0.493	0.767	1.0687017492705e-36
wfdc2	6.1533711627508e-40	-0.355976231126831	0.008	0.376	1.23067423255016e-36
phlda2	9.9237125688648e-40	0.364367987303735	0.582	0.4	1.98474251377296e-36
mab21l1	1.21962945962954e-39	-0.304647618302236	0.053	0.442	2.43925891925908e-36
her6	5.85611834994956e-39	0.496387632256037	0.762	0.651	1.17122366998991e-35
s100z	6.2924661183929e-39	-0.310733446716924	0.008	0.359	1.25849322367858e-35
si:ch1073-406l10.2	6.80154498336004e-39	0.31915036154039	0.482	0.358	1.36030899667201e-35
prdm1a	1.3055095311006e-38	0.336404569467191	0.258	0.21	2.6110190622012e-35
cxcl12b	1.35638890270278e-38	0.687495617394513	0.369	0.273	2.71277780540557e-35
nasp	2.86864513028769e-38	0.53724650111625	0.691	0.658	5.73729026057539e-35
npsn	4.68866103133483e-38	-0.779620399294938	0.019	0.365	9.37732206266967e-35
mdkb	9.70437690126787e-38	-0.836945922207232	0.187	0.55	1.94087538025357e-34
anxa1c	9.86049330851596e-38	-1.38550282237342	0.188	0.54	1.97209866170319e-34
smpx	1.53605889393985e-37	-0.287853945875798	0.002	0.344	3.0721177878797e-34
fabp7a	2.25659556438356e-37	-1.55468904387984	0.392	0.725	4.51319112876712e-34
serpine2	3.868621612446e-37	0.322707143083869	0.58	0.466	7.737243224892e-34
icn2	6.54173118962731e-37	-2.77213651020903	0.355	0.689	1.30834623792546e-33
mab21l2	8.3638058125306e-37	-0.466585162542074	0.114	0.481	1.67276116250612e-33
rlbp1b	9.39416768296987e-37	-0.333189561036877	0.003	0.324	1.87883353659397e-33
meis2a	1.19458060831307e-36	-0.316818622326618	0.129	0.477	2.38916121662614e-33
gamt	2.37409669568116e-36	-1.11947969919178	0.286	0.617	4.74819339136231e-33
arg2	3.96336181801529e-35	-0.619488759004991	0.044	0.438	7.92672363603059e-32
col6a1	6.52867225364153e-35	-0.76264923636171	0.005	0.391	1.30573445072831e-31
zgc:174904	1.36698177924074e-34	-0.311653245060369	0.005	0.338	2.73396355848147e-31
pdgfaa	2.20851805399657e-34	0.472194735781088	0.365	0.297	4.41703610799315e-31
flna	2.66324543462468e-34	0.267859861779284	0.603	0.432	5.32649086924937e-31
gm2a	3.01493576425189e-34	-0.256624864448635	0.184	0.533	6.02987152850377e-31
ctss2.2	3.19135211072405e-34	-0.513845528347677	0.003	0.359	6.38270422144809e-31
aldh1a2	5.01486073499613e-34	-0.489936903524179	0.033	0.381	1.00297214699923e-30
cdca7b	7.26079105334283e-34	0.561823613069878	0.624	0.616	1.45215821066857e-30
nid1a	7.28430043363921e-34	-0.527000242617601	0.017	0.394	1.45686008672784e-30
ccng2	8.11746262381456e-34	-0.663069792200043	0.196	0.545	1.62349252476291e-30
krt1-19d	8.75541749512177e-34	-0.355115633583221	0.022	0.348	1.75108349902435e-30
cat	1.80164440674608e-33	-0.27634444945031	0.064	0.43	3.60328881349216e-30
pvalb8	2.44133775932373e-33	-2.95821908515537	0.1	0.445	4.88267551864746e-30
lig1	3.53311180461425e-33	0.561644571353202	0.677	0.673	7.06622360922849e-30
crabp2a	4.33176336379428e-33	-0.52749379948056	0.137	0.495	8.66352672758856e-30
lum	6.4540896281787e-33	-0.258908192661518	0.16	0.459	1.29081792563574e-29
si:ch211-105c13.3	7.76562758196029e-33	-0.872725485047622	0.054	0.418	1.55312551639206e-29
si:dkey-21e2.15	1.30465092328132e-32	-1.07813150107992	0	0.316	2.60930184656264e-29
vamp2	1.84593529283666e-32	-0.324993663104854	0.019	0.378	3.69187058567332e-29
zgc:101744	2.25474149721416e-32	0.343513196137023	0.505	0.426	4.50948299442831e-29
tp53inp2	2.34684247260916e-32	-0.258425734551284	0.249	0.585	4.69368494521832e-29
cotl1	3.40509206355719e-32	0.417631477560866	0.725	0.606	6.81018412711438e-29
mtbl	9.40886587844236e-32	-0.46989039829749	0.07	0.43	1.88177317568847e-28
rdh5	2.73449115837744e-31	-0.253353085122438	0	0.263	5.46898231675488e-28
cx30.3	3.21440707276095e-31	-0.30417007136275	0.019	0.371	6.4288141455219e-28
rbp2a	5.38633569605041e-31	-0.716971600948541	0	0.356	1.07726713921008e-27
si:dkey-204f11.64	7.44463261990348e-31	-0.402195313098851	0.124	0.478	1.4889265239807e-27
lgals2a	1.05698504411412e-30	-0.711923364220442	0.019	0.375	2.11397008822823e-27
rgs5a	1.70684144567687e-30	-0.684581017887727	0.037	0.361	3.41368289135375e-27
cd59	2.53802236252311e-30	-0.261269645890471	0.003	0.294	5.07604472504622e-27
efhd1	5.35581437634046e-30	-0.302464727769033	0.009	0.369	1.07116287526809e-26
ecrg4a	5.80761741723096e-30	-0.372351978344612	0.02	0.348	1.16152348344619e-26
mxra8b	5.81837613419075e-30	-0.48432184068145	0.011	0.316	1.16367522683815e-26
rbpms2a	6.56658941485846e-30	-0.31717352295334	0.034	0.383	1.31331788297169e-26
socs3a	1.12818036935324e-29	-1.18494075628491	0.375	0.62	2.25636073870649e-26
cxcl8b.1	1.88109681143309e-29	-0.328591437000396	0.003	0.11	3.76219362286618e-26
anxa1a	2.1797331796899e-29	-1.605817653276	0.184	0.507	4.35946635937981e-26
arpc1b	2.19599431076163e-29	-0.7570481765254	0.107	0.459	4.39198862152326e-26
vim	2.81287816209024e-29	-0.729845490612249	0.051	0.398	5.62575632418049e-26
atp1a1b	3.30125739256311e-29	-0.425476876131045	0.025	0.391	6.60251478512623e-26
hsp90b1	4.55024891105602e-29	0.367047242894254	0.743	0.639	9.10049782211203e-26
rpa3	6.92213845973151e-29	0.436484568020736	0.711	0.721	1.3844276919463e-25
eno1a	7.12013391227819e-29	-0.84777681663093	0.294	0.59	1.42402678245564e-25
fen1	9.26435850978298e-29	0.471834777494743	0.647	0.642	1.8528717019566e-25
zgc:101810	9.51735626192156e-29	0.58152026542257	0.443	0.38	1.90347125238431e-25
s1pr1	1.30886154388235e-28	-0.317680094851039	0.047	0.406	2.61772308776469e-25
snai1a	1.43232082267845e-28	-0.519355137524592	0.045	0.432	2.86464164535689e-25
hells	1.74673004373297e-28	0.752504465891767	0.61	0.622	3.49346008746595e-25
soul2	1.82910002678015e-28	-0.580470405708435	0.026	0.382	3.65820005356031e-25
rpa2	2.92924096418654e-28	0.436068242674032	0.694	0.694	5.85848192837308e-25
mycn	3.98526835925158e-28	0.470219281116906	0.574	0.52	7.97053671850316e-25
aspn	4.46040469056103e-28	-0.274619952774773	0.003	0.273	8.92080938112206e-25
gnmt	1.10991335470606e-27	-0.255003337408471	0.098	0.442	2.21982670941212e-24
her15.1	3.8402186439452e-27	0.958305015570745	0.621	0.615	7.68043728789041e-24
gch2	9.81752446294968e-27	-1.53202458958275	0.21	0.527	1.96350489258994e-23
si:dkey-5n18.1	1.03919033450295e-26	-0.66030389342502	0.003	0.293	2.0783806690059e-23
coro1a	1.14701792172609e-26	-0.431604256160588	0.012	0.32	2.29403584345219e-23
ndrg1a	3.91989570351854e-26	-0.392817995793113	0.04	0.394	7.83979140703708e-23
cyt1	4.94491458387973e-26	-0.269362742139194	0.921	0.893	9.88982916775946e-23
atp6v1e1b	6.68496746545291e-26	-0.518610294967603	0.253	0.55	1.33699349309058e-22
ccr9a	7.91079556059261e-26	-0.452558828825309	0.002	0.303	1.58215911211852e-22
nkx2.3	9.17621396220492e-26	1.08084002318588	0.375	0.327	1.83524279244098e-22
ppl	1.06939700835129e-25	-0.44950469200386	0.054	0.393	2.13879401670259e-22
mcm4	1.66472080257142e-25	0.474806008773002	0.645	0.665	3.32944160514284e-22
sox3	6.970125166671e-25	0.937436046107854	0.541	0.542	1.3940250333342e-21
histh1l	1.42013898230222e-24	-0.626213842571199	0.561	0.793	2.84027796460445e-21
ccl38.6	3.16714207680223e-24	-0.276972190810856	0	0.231	6.33428415360447e-21
fabp2	3.45518848147346e-24	-0.657850241839681	0.187	0.49	6.91037696294692e-21
msmo1	4.75968885108751e-24	-0.255506185123602	0.056	0.394	9.51937770217502e-21
col1a1a	6.21996391557545e-24	-0.340817630632653	0.792	0.677	1.24399278311509e-20
mgll	3.92906665307635e-23	-0.265756613774776	0.012	0.362	7.85813330615269e-20
krt97	5.69470956452211e-23	0.25522927057429	0.215	0.525	1.13894191290442e-19
cald1b	6.35729669762359e-23	-0.252323471515834	0	0.289	1.27145933952472e-19
